publication_number,grant_year,high_impact,dataset_split
US-11138269-B1,2021,1,Train
US-11138272-B2,2021,1,Train
US-11138292-B1,2021,1,Train
US-11138311-B2,2021,0,Train
US-11138312-B2,2021,0,Train
US-11138327-B2,2021,0,Train
US-11138333-B2,2021,1,Train
US-11138350-B2,2021,0,Train
US-11138354-B2,2021,0,Train
US-11138367-B2,2021,0,Train
US-11138374-B1,2021,1,Train
US-11138375-B2,2021,0,Train
US-11138376-B2,2021,0,Train
US-11138378-B2,2021,1,Train
US-11138380-B2,2021,0,Train
US-11138382-B2,2021,1,Train
US-11138383-B2,2021,0,Train
US-11138385-B2,2021,0,Train
US-11138392-B2,2021,1,Train
US-11138400-B2,2021,0,Train
US-11138410-B1,2021,1,Train
US-11138415-B2,2021,0,Train
US-11138423-B2,2021,0,Train
US-11138425-B2,2021,0,Train
US-11138433-B2,2021,0,Train
US-11138436-B2,2021,1,Train
US-11138437-B2,2021,0,Train
US-11138441-B2,2021,1,Train
US-11138446-B2,2021,0,Train
US-11138452-B2,2021,0,Train
US-11138457-B2,2021,0,Train
US-11138463-B1,2021,1,Train
US-11138465-B2,2021,1,Train
US-11138466-B2,2021,0,Train
US-11138467-B2,2021,0,Train
US-11138468-B2,2021,0,Train
US-11138469-B2,2021,0,Train
US-11138470-B2,2021,0,Train
US-11138471-B2,2021,0,Train
US-11138473-B1,2021,1,Train
US-11138474-B2,2021,0,Train
US-11138475-B2,2021,0,Train
US-11138477-B2,2021,0,Train
US-11138478-B2,2021,1,Train
US-11138479-B2,2021,0,Train
US-11138480-B2,2021,0,Train
US-11138492-B2,2021,0,Train
US-11138493-B2,2021,0,Train
US-11138494-B2,2021,0,Train
US-11138495-B2,2021,1,Train
US-11138496-B2,2021,1,Train
US-11138497-B2,2021,0,Train
US-11138498-B2,2021,0,Train
US-11138499-B2,2021,1,Train
US-11138500-B1,2021,0,Train
US-11138501-B2,2021,0,Train
US-11138502-B2,2021,0,Train
US-11138503-B2,2021,0,Train
US-11138504-B2,2021,0,Train
US-11138505-B2,2021,0,Train
US-11138506-B2,2021,0,Train
US-11138507-B2,2021,1,Train
US-11138508-B2,2021,0,Train
US-11138509-B2,2021,0,Train
US-11138510-B2,2021,0,Train
US-11138511-B2,2021,0,Train
US-11138512-B2,2021,0,Train
US-11138513-B2,2021,0,Train
US-11138514-B2,2021,1,Train
US-11138515-B2,2021,0,Train
US-11138516-B2,2021,1,Train
US-11138517-B2,2021,0,Train
US-11138518-B1,2021,1,Train
US-11138519-B1,2021,1,Train
US-11138520-B2,2021,1,Train
US-11138521-B2,2021,0,Train
US-11138522-B1,2021,0,Train
US-11138523-B2,2021,0,Train
US-11138524-B2,2021,0,Train
US-11138527-B2,2021,0,Train
US-11138562-B2,2021,0,Train
US-11138568-B2,2021,0,Train
US-11138584-B1,2021,1,Train
US-11138615-B1,2021,0,Train
US-11138621-B2,2021,0,Train
US-11138631-B1,2021,1,Train
US-11138677-B2,2021,1,Train
US-11138686-B2,2021,0,Train
US-11138692-B2,2021,0,Train
US-11138693-B2,2021,0,Train
US-11138712-B2,2021,1,Train
US-11138717-B2,2021,0,Train
US-11138724-B2,2021,1,Train
US-11138726-B2,2021,0,Train
US-11138731-B2,2021,1,Train
US-11138732-B2,2021,0,Train
US-11138738-B2,2021,0,Train
US-11138745-B2,2021,1,Train
US-11138751-B2,2021,1,Train
US-11138752-B2,2021,0,Train
US-11138753-B2,2021,0,Train
US-11138758-B2,2021,0,Train
US-11138781-B1,2021,1,Train
US-11138785-B2,2021,0,Train
US-11138803-B1,2021,1,Train
US-11138812-B1,2021,0,Train
US-11138856-B1,2021,0,Train
US-11138869-B2,2021,0,Train
US-11138888-B2,2021,0,Train
US-11138899-B2,2021,0,Train
US-11138963-B2,2021,0,Train
US-11138965-B2,2021,0,Train
US-11138966-B2,2021,0,Train
US-11138970-B1,2021,1,Train
US-11138978-B2,2021,0,Train
US-11138979-B1,2021,0,Train
US-11138986-B2,2021,0,Train
US-11139033-B2,2021,0,Train
US-11139048-B2,2021,1,Train
US-11139063-B1,2021,0,Train
US-11139068-B2,2021,0,Train
US-11139081-B2,2021,1,Train
US-11139270-B2,2021,1,Train
US-11139298-B2,2021,0,Train
US-11139424-B2,2021,0,Train
US-11139858-B1,2021,0,Train
US-11139866-B2,2021,0,Train
US-11139903-B2,2021,0,Train
US-11139954-B2,2021,0,Train
US-11139958-B2,2021,1,Train
US-11139961-B2,2021,1,Train
US-11139980-B2,2021,1,Train
US-11140040-B2,2021,0,Train
US-11140063-B2,2021,0,Train
US-11140077-B2,2021,1,Train
US-11140102-B1,2021,1,Train
US-11140108-B1,2021,0,Train
US-11140113-B2,2021,0,Train
US-11140115-B1,2021,1,Train
US-11140152-B2,2021,0,Train
US-11140167-B1,2021,1,Train
US-11140182-B2,2021,0,Train
US-11140189-B2,2021,1,Train
US-11140192-B2,2021,0,Train
US-11140226-B1,2021,0,Train
US-11140256-B1,2021,0,Train
US-11140266-B2,2021,1,Train
US-11140268-B1,2021,0,Train
US-11140360-B1,2021,1,Train
US-11140422-B2,2021,0,Train
US-11140431-B2,2021,0,Train
US-11140446-B2,2021,0,Train
US-11140517-B2,2021,0,Train
US-11140531-B2,2021,0,Train
US-11140563-B2,2021,0,Train
US-11140564-B2,2021,0,Train
US-11140565-B2,2021,0,Train
US-11140813-B1,2021,1,Train
US-11140967-B2,2021,0,Train
US-11141083-B2,2021,0,Train
US-11141088-B2,2021,1,Train
US-11141115-B2,2021,1,Train
US-11141657-B2,2021,0,Train
US-11141688-B2,2021,1,Train
US-11142209-B2,2021,0,Train
US-11143156-B2,2021,0,Train
US-11143532-B2,2021,0,Train
US-11143706-B2,2021,0,Train
US-11143743-B2,2021,1,Train
US-11143768-B2,2021,0,Train
US-11143770-B1,2021,1,Train
US-11143775-B2,2021,0,Train
US-11143789-B2,2021,1,Train
US-11143793-B2,2021,0,Train
US-11143886-B2,2021,0,Train
US-11144018-B2,2021,0,Train
US-11144025-B2,2021,0,Train
US-11144035-B2,2021,0,Train
US-11144046-B2,2021,0,Train
US-11144047-B2,2021,0,Train
US-11144057-B1,2021,1,Train
US-11144065-B2,2021,1,Train
US-11144074-B2,2021,0,Train
US-11144111-B1,2021,0,Train
US-11144117-B1,2021,1,Train
US-11144123-B2,2021,0,Train
US-11144179-B2,2021,1,Train
US-11144230-B2,2021,0,Train
US-11144282-B2,2021,0,Train
US-11144289-B1,2021,1,Train
US-11144291-B1,2021,1,Train
US-11144293-B2,2021,1,Train
US-11144302-B2,2021,0,Train
US-11144308-B2,2021,1,Train
US-11144316-B1,2021,1,Train
US-11144332-B2,2021,0,Train
US-11144334-B2,2021,0,Train
US-11144337-B2,2021,0,Train
US-11144373-B2,2021,0,Train
US-11144378-B2,2021,0,Train
US-11144386-B2,2021,0,Train
US-11144403-B2,2021,1,Train
US-11144429-B2,2021,1,Train
US-11144435-B1,2021,0,Train
US-11144439-B2,2021,1,Train
US-11144444-B2,2021,0,Train
US-11144506-B2,2021,1,Train
US-11144538-B2,2021,0,Train
US-11144544-B2,2021,0,Train
US-11144548-B2,2021,0,Train
US-11144552-B2,2021,0,Train
US-11144556-B2,2021,0,Train
US-11144560-B2,2021,0,Train
US-11144579-B2,2021,0,Train
US-11144581-B2,2021,1,Train
US-11144588-B2,2021,0,Train
US-11144597-B2,2021,0,Train
US-11144614-B2,2021,0,Train
US-11144615-B1,2021,0,Train
US-11144616-B2,2021,0,Train
US-11144638-B1,2021,1,Train
US-11144668-B2,2021,0,Train
US-11144669-B1,2021,1,Train
US-11144681-B2,2021,0,Train
US-11144689-B1,2021,1,Train
US-11144699-B2,2021,0,Train
US-11144718-B2,2021,1,Train
US-11144719-B2,2021,0,Train
US-11144721-B2,2021,1,Train
US-11144725-B2,2021,0,Train
US-11144726-B2,2021,0,Train
US-11144728-B2,2021,0,Train
US-11144729-B2,2021,0,Train
US-11144734-B2,2021,0,Train
US-11144735-B2,2021,0,Train
US-11144748-B2,2021,0,Train
US-11144754-B2,2021,1,Train
US-11144757-B2,2021,0,Train
US-11144761-B2,2021,0,Train
US-11144771-B2,2021,0,Train
US-11144782-B2,2021,0,Train
US-11144783-B2,2021,0,Train
US-11144784-B2,2021,1,Train
US-11144785-B2,2021,0,Train
US-11144786-B2,2021,0,Train
US-11144787-B2,2021,0,Train
US-11144789-B2,2021,0,Train
US-11144790-B2,2021,0,Train
US-11144796-B2,2021,0,Train
US-11144798-B2,2021,0,Train
US-11144810-B2,2021,0,Train
US-11144811-B2,2021,0,Train
US-11144812-B2,2021,0,Train
US-11144813-B1,2021,1,Train
US-11144814-B2,2021,1,Train
US-11144815-B2,2021,0,Train
US-11144816-B2,2021,0,Train
US-11144817-B2,2021,0,Train
US-11144818-B2,2021,0,Train
US-11144819-B2,2021,1,Train
US-11144820-B2,2021,0,Train
US-11144821-B2,2021,0,Train
US-11144822-B1,2021,1,Train
US-11144823-B1,2021,0,Train
US-11144824-B2,2021,0,Train
US-11144825-B2,2021,1,Train
US-11144826-B2,2021,0,Train
US-11144827-B1,2021,0,Train
US-11144828-B2,2021,0,Train
US-11144829-B2,2021,1,Train
US-11144830-B2,2021,0,Train
US-11144831-B2,2021,1,Train
US-11144832-B2,2021,0,Train
US-11144833-B2,2021,0,Train
US-11144834-B2,2021,1,Train
US-11144835-B2,2021,1,Train
US-11144836-B1,2021,0,Train
US-11144837-B2,2021,0,Train
US-11144838-B1,2021,1,Train
US-11144839-B2,2021,0,Train
US-11144840-B2,2021,0,Train
US-11144841-B2,2021,0,Train
US-11144842-B2,2021,0,Train
US-11144844-B2,2021,0,Train
US-11144845-B2,2021,1,Train
US-11144846-B1,2021,0,Train
US-11144847-B1,2021,0,Train
US-11144857-B2,2021,0,Train
US-11144861-B1,2021,0,Train
US-11144880-B2,2021,0,Train
US-11144883-B2,2021,0,Train
US-11144884-B2,2021,0,Train
US-11144889-B2,2021,1,Train
US-11144890-B2,2021,0,Train
US-11144899-B2,2021,0,Train
US-11144921-B2,2021,0,Train
US-11144935-B2,2021,0,Train
US-11144938-B2,2021,0,Train
US-11144940-B2,2021,0,Train
US-11144950-B2,2021,0,Train
US-11144953-B1,2021,0,Train
US-11144964-B2,2021,0,Train
US-11144979-B1,2021,0,Train
US-11144983-B2,2021,0,Train
US-11144985-B2,2021,0,Train
US-11144998-B2,2021,0,Train
US-11145005-B2,2021,1,Train
US-11145007-B2,2021,1,Train
US-11145008-B2,2021,0,Train
US-11145011-B2,2021,1,Train
US-11145018-B2,2021,1,Train
US-11145020-B1,2021,1,Train
US-11145024-B2,2021,0,Train
US-11145028-B2,2021,0,Train
US-11145029-B2,2021,0,Train
US-11145042-B2,2021,1,Train
US-11145043-B2,2021,0,Train
US-11145052-B2,2021,0,Train
US-11145055-B2,2021,0,Train
US-11145057-B2,2021,0,Train
US-11145058-B2,2021,1,Train
US-11145059-B2,2021,1,Train
US-11145061-B2,2021,0,Train
US-11145062-B2,2021,0,Train
US-11145078-B2,2021,0,Train
US-11145082-B2,2021,0,Train
US-11145088-B2,2021,0,Train
US-11145114-B2,2021,0,Train
US-11145131-B2,2021,0,Train
US-11145133-B2,2021,0,Train
US-11145137-B1,2021,0,Train
US-11145198-B2,2021,0,Train
US-11145283-B2,2021,1,Train
US-11145293-B2,2021,1,Train
US-11145309-B1,2021,0,Train
US-11145356-B2,2021,0,Train
US-11145380-B1,2021,0,Train
US-11145390-B2,2021,0,Train
US-11145397-B1,2021,1,Train
US-11145400-B1,2021,0,Train
US-11145401-B1,2021,0,Train
US-11145403-B2,2021,0,Train
US-11145405-B2,2021,1,Train
US-11145412-B2,2021,0,Train
US-11145414-B2,2021,0,Train
US-11145419-B1,2021,1,Train
US-11145801-B2,2021,0,Train
US-11146271-B2,2021,0,Train
US-11146283-B2,2021,0,Train
US-11146287-B2,2021,0,Train
US-11146327-B2,2021,0,Train
US-11146339-B1,2021,1,Train
US-11146344-B2,2021,0,Train
US-11146463-B2,2021,1,Train
US-11146471-B2,2021,0,Train
US-11146472-B1,2021,0,Train
US-11146497-B2,2021,1,Train
US-11146524-B2,2021,0,Train
US-11146574-B2,2021,1,Train
US-11146576-B1,2021,1,Train
US-11146578-B2,2021,0,Train
US-11146579-B2,2021,0,Train
US-11146580-B2,2021,1,Train
US-11146581-B2,2021,1,Train
US-11146609-B1,2021,1,Train
US-11146652-B2,2021,0,Train
US-11146682-B1,2021,0,Train
US-11146685-B1,2021,0,Train
US-11146724-B2,2021,0,Train
US-11146843-B2,2021,0,Train
US-11146856-B2,2021,0,Train
US-11146862-B2,2021,0,Train
US-11146907-B2,2021,0,Train
US-11146911-B2,2021,0,Train
US-11146935-B2,2021,0,Train
US-11146945-B2,2021,0,Train
US-11147454-B1,2021,0,Train
US-11147459-B2,2021,1,Train
US-11147480-B2,2021,0,Train
US-11147488-B2,2021,0,Train
US-11147505-B1,2021,1,Train
US-11148588-B2,2021,0,Train
US-11148594-B2,2021,0,Train
US-11148658-B2,2021,0,Train
US-11149376-B2,2021,0,Train
US-11149677-B1,2021,1,Train
US-11150090-B2,2021,0,Train
US-11150094-B2,2021,0,Train
US-11150099-B2,2021,0,Train
US-11150231-B2,2021,0,Train
US-11150322-B2,2021,1,Train
US-11150327-B1,2021,1,Train
US-11150380-B2,2021,0,Train
US-11150605-B1,2021,1,Train
US-11150609-B1,2021,1,Train
US-11150615-B2,2021,0,Train
US-11150621-B2,2021,0,Train
US-11150623-B2,2021,0,Train
US-11150655-B2,2021,1,Train
US-11150656-B2,2021,0,Train
US-11150657-B2,2021,0,Train
US-11150663-B2,2021,1,Train
US-11150664-B2,2021,0,Train
US-11150665-B2,2021,0,Train
US-11150666-B2,2021,0,Train
US-11150670-B2,2021,1,Train
US-11150679-B2,2021,0,Train
US-11150720-B2,2021,0,Train
US-11150730-B1,2021,1,Train
US-11150777-B2,2021,1,Train
US-11150804-B2,2021,1,Train
US-11150825-B2,2021,0,Train
US-11150875-B2,2021,1,Train
US-11150877-B2,2021,0,Train
US-11150880-B1,2021,1,Train
US-11150898-B1,2021,1,Train
US-11150899-B2,2021,0,Train
US-11150918-B2,2021,0,Train
US-11150926-B2,2021,1,Train
US-11150978-B2,2021,0,Train
US-11150979-B2,2021,0,Train
US-11151009-B2,2021,0,Train
US-11151012-B2,2021,0,Train
US-11151014-B2,2021,0,Train
US-11151015-B2,2021,0,Train
US-11151019-B2,2021,0,Train
US-11151023-B2,2021,0,Train
US-11151024-B2,2021,0,Train
US-11151026-B2,2021,0,Train
US-11151030-B1,2021,0,Train
US-11151046-B2,2021,0,Train
US-11151057-B2,2021,0,Train
US-11151074-B2,2021,0,Train
US-11151089-B2,2021,1,Train
US-11151097-B2,2021,0,Train
US-11151106-B1,2021,1,Train
US-11151113-B2,2021,0,Train
US-11151130-B2,2021,0,Train
US-11151147-B1,2021,0,Train
US-11151152-B2,2021,0,Train
US-11151165-B2,2021,0,Train
US-11151166-B2,2021,0,Train
US-11151167-B2,2021,0,Train
US-11151169-B2,2021,0,Train
US-11151175-B2,2021,1,Train
US-11151177-B2,2021,0,Train
US-11151179-B2,2021,1,Train
US-11151181-B2,2021,0,Train
US-11151182-B2,2021,0,Train
US-11151198-B1,2021,0,Train
US-11151205-B2,2021,0,Train
US-11151221-B2,2021,0,Train
US-11151222-B1,2021,0,Train
US-11151244-B2,2021,0,Train
US-11151284-B2,2021,1,Train
US-11151304-B2,2021,1,Train
US-11151313-B2,2021,1,Train
US-11151318-B2,2021,0,Train
US-11151322-B2,2021,0,Train
US-11151324-B2,2021,0,Train
US-11151327-B2,2021,0,Train
US-11151328-B2,2021,0,Train
US-11151331-B1,2021,1,Train
US-11151333-B2,2021,0,Train
US-11151334-B2,2021,1,Train
US-11151335-B2,2021,0,Train
US-11151356-B2,2021,0,Train
US-11151357-B2,2021,1,Train
US-11151361-B2,2021,0,Train
US-11151363-B2,2021,0,Train
US-11151370-B2,2021,0,Train
US-11151379-B2,2021,1,Train
US-11151380-B2,2021,0,Train
US-11151382-B2,2021,0,Train
US-11151383-B2,2021,1,Train
US-11151385-B2,2021,0,Train
US-11151403-B2,2021,0,Train
US-11151404-B2,2021,0,Train
US-11151407-B2,2021,0,Train
US-11151411-B2,2021,0,Train
US-11151414-B2,2021,0,Train
US-11151415-B2,2021,0,Train
US-11151416-B2,2021,0,Train
US-11151417-B2,2021,1,Train
US-11151418-B2,2021,0,Train
US-11151419-B1,2021,1,Train
US-11151421-B2,2021,0,Train
US-11151422-B2,2021,0,Train
US-11151423-B2,2021,0,Train
US-11151425-B2,2021,0,Train
US-11151426-B2,2021,0,Train
US-11151427-B2,2021,0,Train
US-11151428-B2,2021,0,Train
US-11151439-B2,2021,0,Train
US-11151440-B2,2021,0,Train
US-11151441-B2,2021,0,Train
US-11151442-B2,2021,0,Train
US-11151443-B2,2021,0,Train
US-11151444-B2,2021,0,Train
US-11151445-B2,2021,1,Train
US-11151446-B2,2021,0,Train
US-11151447-B1,2021,1,Train
US-11151448-B2,2021,0,Train
US-11151449-B2,2021,0,Train
US-11151450-B2,2021,1,Train
US-11151451-B2,2021,0,Train
US-11151452-B2,2021,0,Train
US-11151453-B2,2021,0,Train
US-11151454-B2,2021,0,Train
US-11151455-B2,2021,0,Train
US-11151456-B1,2021,1,Train
US-11151457-B1,2021,0,Train
US-11151458-B2,2021,0,Train
US-11151459-B2,2021,0,Train
US-11151460-B2,2021,1,Train
US-11151461-B2,2021,1,Train
US-11151462-B2,2021,1,Train
US-11151463-B2,2021,0,Train
US-11151464-B2,2021,0,Train
US-11151465-B2,2021,0,Train
US-11151467-B1,2021,1,Train
US-11151468-B1,2021,1,Train
US-11151469-B2,2021,1,Train
US-11151470-B2,2021,0,Train
US-11151471-B2,2021,1,Train
US-11151472-B2,2021,1,Train
US-11151473-B1,2021,0,Train
US-11151474-B2,2021,0,Train
US-11151475-B2,2021,0,Train
US-11151476-B2,2021,0,Train
US-11151477-B2,2021,0,Train
US-11151478-B2,2021,0,Train
US-11151479-B2,2021,1,Train
US-11151480-B1,2021,1,Train
US-11151486-B1,2021,1,Train
US-11151496-B2,2021,1,Train
US-11151501-B2,2021,0,Train
US-11151502-B2,2021,0,Train
US-11151532-B2,2021,1,Train
US-11151568-B2,2021,1,Train
US-11151569-B2,2021,1,Train
US-11151573-B2,2021,1,Train
US-11151603-B2,2021,1,Train
US-11151605-B2,2021,0,Train
US-11151617-B2,2021,1,Train
US-11151631-B2,2021,0,Train
US-11151632-B2,2021,0,Train
US-11151633-B1,2021,0,Train
US-11151638-B2,2021,1,Train
US-11151647-B1,2021,0,Train
US-11151660-B1,2021,1,Train
US-11151661-B2,2021,0,Train
US-11151677-B2,2021,0,Train
US-11151680-B2,2021,0,Train
US-11151681-B1,2021,1,Train
US-11151682-B2,2021,0,Train
US-11151695-B1,2021,1,Train
US-11151706-B2,2021,0,Train
US-11151707-B2,2021,0,Train
US-11151710-B1,2021,1,Train
US-11151713-B2,2021,0,Train
US-11151717-B2,2021,0,Train
US-11151719-B2,2021,0,Train
US-11151721-B2,2021,1,Train
US-11151723-B2,2021,0,Train
US-11151725-B2,2021,0,Train
US-11151734-B2,2021,0,Train
US-11151744-B1,2021,1,Train
US-11151759-B2,2021,0,Train
US-11151769-B2,2021,0,Train
US-11151780-B2,2021,0,Train
US-11151800-B1,2021,0,Train
US-11151808-B2,2021,0,Train
US-11151810-B2,2021,1,Train
US-11151813-B2,2021,1,Train
US-11151825-B1,2021,1,Train
US-11151829-B2,2021,0,Train
US-11151857-B2,2021,0,Train
US-11151890-B2,2021,1,Train
US-11151966-B2,2021,0,Train
US-11151982-B2,2021,1,Train
US-11151983-B2,2021,0,Train
US-11151985-B2,2021,0,Train
US-11151994-B2,2021,0,Train
US-11151998-B2,2021,0,Train
US-11152000-B1,2021,1,Train
US-11152013-B2,2021,1,Train
US-11152016-B2,2021,1,Train
US-11152080-B2,2021,0,Train
US-11152084-B2,2021,1,Train
US-11152089-B2,2021,0,Train
US-11152103-B1,2021,0,Train
US-11152119-B2,2021,0,Train
US-11152121-B2,2021,0,Train
US-11152123-B1,2021,1,Train
US-11152126-B2,2021,0,Train
US-11152702-B2,2021,0,Train
US-11152707-B1,2021,1,Train
US-11152756-B2,2021,0,Train
US-11152785-B1,2021,1,Train
US-11152925-B2,2021,1,Train
US-11152952-B2,2021,0,Train
US-11153104-B2,2021,0,Train
US-11153109-B2,2021,1,Train
US-11153144-B2,2021,0,Train
US-11153156-B2,2021,1,Train
US-11153159-B2,2021,0,Train
US-11153175-B2,2021,0,Train
US-11153177-B1,2021,1,Train
US-11153179-B2,2021,0,Train
US-11153184-B2,2021,0,Train
US-11153193-B2,2021,0,Train
US-11153229-B2,2021,0,Train
US-11153232-B2,2021,0,Train
US-11153234-B2,2021,1,Train
US-11153241-B2,2021,0,Train
US-11153242-B2,2021,0,Train
US-11153243-B1,2021,1,Train
US-11153254-B2,2021,0,Train
US-11153277-B2,2021,1,Train
US-11153292-B2,2021,0,Train
US-11153311-B2,2021,0,Train
US-11153314-B2,2021,0,Train
US-11153321-B2,2021,1,Train
US-11153332-B2,2021,0,Train
US-11153333-B1,2021,1,Train
US-11153347-B2,2021,0,Train
US-11153349-B2,2021,1,Train
US-11153371-B2,2021,0,Train
US-11153375-B2,2021,0,Train
US-11153388-B2,2021,0,Train
US-11153396-B2,2021,0,Train
US-11153426-B2,2021,0,Train
US-11153435-B2,2021,1,Train
US-11153566-B1,2021,1,Train
US-11153575-B2,2021,1,Train
US-11153643-B1,2021,1,Train
US-11153652-B2,2021,0,Train
US-11153655-B1,2021,1,Train
US-11153719-B2,2021,0,Train
US-11153952-B2,2021,0,Train
US-11154196-B2,2021,0,Train
US-11154212-B2,2021,0,Train
US-11154220-B2,2021,0,Train
US-11154240-B2,2021,0,Train
US-11154251-B2,2021,0,Train
US-11155113-B2,2021,0,Train
US-11155205-B2,2021,0,Train
US-11155258-B2,2021,1,Train
US-11155264-B2,2021,0,Train
US-11156460-B2,2021,0,Train
US-11156474-B2,2021,0,Train
US-11156532-B2,2021,0,Train
US-11156630-B2,2021,0,Train
US-11156741-B2,2021,0,Train
US-11156968-B2,2021,0,Train
US-11156969-B1,2021,0,Train
US-11156982-B2,2021,1,Train
US-11156988-B2,2021,0,Train
US-11156995-B2,2021,0,Train
US-11156996-B2,2021,1,Train
US-11156997-B2,2021,0,Train
US-11156998-B2,2021,1,Train
US-11157007-B2,2021,0,Train
US-11157008-B2,2021,1,Train
US-11157010-B1,2021,1,Train
US-11157014-B2,2021,0,Train
US-11157087-B1,2021,0,Train
US-11157213-B2,2021,1,Train
US-11157214-B2,2021,0,Train
US-11157244-B2,2021,0,Train
US-11157246-B2,2021,1,Train
US-11157260-B2,2021,0,Train
US-11157267-B1,2021,1,Train
US-11157272-B2,2021,0,Train
US-11157287-B2,2021,1,Train
US-11157298-B2,2021,0,Train
US-11157316-B1,2021,0,Train
US-11157320-B2,2021,0,Train
US-11157346-B2,2021,0,Train
US-11157374-B2,2021,0,Train
US-11157380-B2,2021,1,Train
US-11157384-B2,2021,0,Train
US-11157385-B2,2021,0,Train
US-11157394-B2,2021,0,Train
US-11157425-B2,2021,0,Train
US-11157441-B2,2021,1,Train
US-11157467-B2,2021,0,Train
US-11157471-B2,2021,1,Train
US-11157475-B1,2021,1,Train
US-11157479-B2,2021,0,Train
US-11157488-B2,2021,1,Train
US-11157503-B2,2021,1,Train
US-11157522-B2,2021,0,Train
US-11157524-B2,2021,0,Train
US-11157526-B1,2021,0,Train
US-11157527-B2,2021,1,Train
US-11157533-B2,2021,0,Train
US-11157535-B2,2021,0,Train
US-11157536-B2,2021,0,Train
US-11157538-B2,2021,0,Train
US-11157542-B2,2021,0,Train
US-11157553-B2,2021,1,Train
US-11157554-B2,2021,0,Train
US-11157564-B2,2021,1,Train
US-11157592-B2,2021,0,Train
US-11157593-B2,2021,0,Train
US-11157629-B2,2021,1,Train
US-11157646-B2,2021,0,Train
US-11157662-B2,2021,0,Train
US-11157667-B2,2021,0,Train
US-11157692-B2,2021,0,Train
US-11157693-B2,2021,1,Train
US-11157695-B1,2021,1,Train
US-11157698-B2,2021,0,Train
US-11157700-B2,2021,1,Train
US-11157705-B2,2021,0,Train
US-11157706-B2,2021,1,Train
US-11157723-B1,2021,1,Train
US-11157726-B2,2021,0,Train
US-11157727-B2,2021,0,Train
US-11157730-B2,2021,0,Train
US-11157734-B1,2021,0,Train
US-11157742-B2,2021,1,Train
US-11157744-B2,2021,0,Train
US-11157749-B2,2021,0,Train
US-11157756-B2,2021,0,Train
US-11157760-B2,2021,0,Train
US-11157763-B2,2021,0,Train
US-11157764-B2,2021,1,Train
US-11157768-B1,2021,1,Train
US-11157769-B2,2021,0,Train
US-11157771-B2,2021,0,Train
US-11157772-B2,2021,0,Train
US-11157773-B2,2021,0,Train
US-11157775-B2,2021,0,Train
US-11157776-B2,2021,0,Train
US-11157779-B2,2021,0,Train
US-11157780-B2,2021,1,Train
US-11157782-B2,2021,1,Train
US-11157784-B2,2021,0,Train
US-11157792-B2,2021,0,Train
US-11157793-B2,2021,0,Train
US-11157794-B2,2021,0,Train
US-11157795-B2,2021,0,Train
US-11157796-B2,2021,0,Train
US-11157797-B2,2021,0,Train
US-11157798-B2,2021,0,Train
US-11157799-B2,2021,0,Train
US-11157800-B2,2021,0,Train
US-11157801-B2,2021,0,Train
US-11157802-B2,2021,0,Train
US-11157803-B2,2021,0,Train
US-11157804-B2,2021,1,Train
US-11157805-B2,2021,1,Train
US-11157806-B2,2021,0,Train
US-11157807-B2,2021,1,Train
US-11157808-B2,2021,1,Train
US-11157810-B2,2021,0,Train
US-11157811-B2,2021,0,Train
US-11157812-B2,2021,1,Train
US-11157813-B1,2021,1,Train
US-11157814-B2,2021,1,Train
US-11157815-B2,2021,0,Train
US-11157816-B2,2021,1,Train
US-11157817-B2,2021,1,Train
US-11157818-B2,2021,0,Train
US-11157819-B2,2021,0,Train
US-11157820-B2,2021,0,Train
US-11157821-B2,2021,0,Train
US-11157822-B2,2021,0,Train
US-11157823-B2,2021,1,Train
US-11157824-B2,2021,0,Train
US-11157825-B2,2021,0,Train
US-11157826-B2,2021,0,Train
US-11157827-B2,2021,0,Train
US-11157828-B2,2021,0,Train
US-11157829-B2,2021,0,Train
US-11157830-B2,2021,0,Train
US-11157831-B2,2021,0,Train
US-11157832-B2,2021,1,Train
US-11157833-B2,2021,0,Train
US-11157834-B2,2021,0,Train
US-11157835-B1,2021,1,Train
US-11157836-B2,2021,0,Train
US-11157837-B2,2021,1,Train
US-11157838-B2,2021,0,Train
US-11157839-B2,2021,0,Train
US-11157847-B2,2021,1,Train
US-11157874-B2,2021,0,Train
US-11157913-B2,2021,1,Train
US-11157914-B2,2021,0,Train
US-11157916-B2,2021,0,Train
US-11157917-B2,2021,0,Train
US-11157920-B2,2021,0,Train
US-11157923-B1,2021,0,Train
US-11157928-B2,2021,0,Train
US-11157931-B2,2021,0,Train
US-11157947-B2,2021,0,Train
US-11157964-B2,2021,0,Train
US-11157965-B1,2021,1,Train
US-11157972-B2,2021,1,Train
US-11157980-B2,2021,0,Train
US-11157983-B2,2021,0,Train
US-11157987-B2,2021,0,Train
US-11157988-B2,2021,1,Train
US-11158004-B2,2021,0,Train
US-11158006-B1,2021,1,Train
US-11158012-B1,2021,1,Train
US-11158013-B2,2021,0,Train
US-11158014-B2,2021,0,Train
US-11158016-B2,2021,1,Train
US-11158020-B2,2021,0,Train
US-11158027-B2,2021,0,Train
US-11158047-B2,2021,0,Train
US-11158048-B2,2021,0,Train
US-11158055-B2,2021,1,Train
US-11158063-B2,2021,1,Train
US-11158066-B2,2021,0,Train
US-11158072-B2,2021,1,Train
US-11158103-B1,2021,0,Train
US-11158104-B1,2021,0,Train
